constituency,const_no,leading_candidate,leading_party,trailing_candidate,trailing_party,margin,round,status,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30
THANJAVUR,174,R. VIJAYSARAVANAN,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,SHAN. RAMANATHAN,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,16955,24/24,Result Declared
THIRU-VI-KA-NAGAR,15,M. R. PALLAVI,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,K. S. RAVICHANDRAN,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,22333,17/17,Result Declared
THIRUMANGALAM,196,MANIMARAN.M,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,UDHAYAKUMAR.R.B,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,23807,26/26,Result Declared
THIRUMAYAM,181,REGUPATHY.S,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,CHINTHAMANI.C,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,1492,22/22,Result Declared
THIRUPARANKUNDRAM,195,NIRMALKUMAR. R.,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,KIRUTHIGA THANGAPANDI,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,41553,27/27,Result Declared
THIRUPORUR,33,B.VIJAYARAJ,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,R. PANNEERDOSS,Viduthalai Chiruthaigal KatchiiParty Wise State TrendsLeading In:0Won In:2Trailing In:0,Viduthalai Chiruthaigal Katchi,iParty Wise State TrendsLeading In:0Won In:2Trailing In:0,Leading In,:,0,Won In,:,2,Trailing In,:,0,39351,33/33,Result Declared
THIRUTHURAIPOONDI,166,MARIMUTHU.K,Communist Party of India,Communist Party of India,,Leading In,:,0,Won In,:,2,Trailing In,:,0,PANDIYAN.S,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,12922,21/21,Result Declared
THIRUVAIYARU,173,DURAI. CHANDRASEKARAN,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,MATHI. MANIKANDAN,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,8555,25/25,Result Declared
THIRUVALLUR,4,DR. T. ARUNKUMAR,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,V.G. RAAJENDRAN,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,24760,24/24,Result Declared
THIRUVARUR,168,KALAIVANAN POONDI K,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,VEERAMANI V,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,18148,25/25,Result Declared
THIRUVERUMBUR,142,VIJAYAKUMAR (A) NAVALPATTU S. VIJI,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,ANBIL MAHESH POYYAMOZHI,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,8705,24/24,Result Declared
THIRUVIDAIMARUDUR,170,GOVI.CHEZHIAAN,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,S.PRABAKARAN,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,14116,25/25,Result Declared
THIRUVOTTIYUR,10,SENTHIL KUMAR. N,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,SUNDARARAJ. L,Communist Party of India (Marxist)iParty Wise State TrendsLeading In:0Won In:2Trailing In:0,Communist Party of India (Marxist),iParty Wise State TrendsLeading In:0Won In:2Trailing In:0,Leading In,:,0,Won In,:,2,Trailing In,:,0,53564,26/26,Result Declared
THIYAGARAYANAGAR,24,ANAND N,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,SATHIYANARAYANAN B,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,13027,18/18,Result Declared
THONDAMUTHUR,119,S.P.VELUMANI,All India Anna Dravida Munnetra Kazhagam,All India Anna Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,47,Trailing In,:,0,SATHISH RAJU (ALIAS) K.P.R. SATHISH,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,14725,28/28,Result Declared
THOOTHUKKUDI,214,SRINATH,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,P. GEETHA JEEVAN,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,37731,26/26,Result Declared
THOUSAND LIGHTS,20,PRABHAKAR.J.C.D,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,EZHILAN NAGANATHAN,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,15141,18/18,Result Declared
THURAIYUR,146,RAVISANKAR.M,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,E.SAROJA,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,9614,23/23,Result Declared
TINDIVANAM,72,VANNI ARASU,Viduthalai Chiruthaigal Katchi,Viduthalai Chiruthaigal Katchi,,Leading In,:,0,Won In,:,2,Trailing In,:,0,ARJUNAN. P,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,734,23/23,Result Declared
TIRUCHENDUR,215,ANITHA R. RADHAKRISHNAN,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,J. MURUGAN,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,5872,22/22,Result Declared
TIRUCHENGODU,96,ARUNRAJ K G,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,SRMT SEKAR (A) CHANDRASEKAR R,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,28172,22/22,Result Declared
TIRUCHIRAPPALLI (EAST),141,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,S. INIGO IRUDAYARAJ,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,27416,28/28,Result Declared
TIRUCHIRAPPALLI (WEST),140,K.N.NEHRU,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,G.RAMAMOORTHI,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,4786,24/24,Result Declared
TIRUCHULI,208,THANGAM THENARASU,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,SAMAYAN.S,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,13485,23/23,Result Declared
TIRUKKOYILUR,76,PALANISAMY S,All India Anna Dravida Munnetra Kazhagam,All India Anna Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,47,Trailing In,:,0,VIJAY R BARANIBALAAJI,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,285,24/24,Result Declared
TIRUNELVELI,224,MURUGHAN.R.S.,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,SUBRAMANIAN.S,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,11414,28/28,Result Declared
TIRUPPATTUR,50,DR.THIRUPATHI. N,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,NALLATHAMBI. A,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,48263,23/23,Result Declared
TIRUPPATTUR,185,SEENIVASA SETHUPATHY. R,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,PERIAKARUPPAN. KR,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,1,30/30,Result Declared
TIRUPPUR (NORTH),113,V.SATHYABAMA,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,M.S.M.ANANDAN,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,69992,34/34,Result Declared
TIRUPPUR (SOUTH),114,BALAMURUGAN. S,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,DINESHKUMAR. N,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,12901,21/21,Result Declared
TIRUTTANI,3,G.HARI,All India Anna Dravida Munnetra Kazhagam,All India Anna Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,47,Trailing In,:,0,M.SATHYA KUMAR,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,5793,27/27,Result Declared
TIRUVADANAI,210,RAJEEV,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,RM. KARUMANICKAM,Indian National CongressiParty Wise State TrendsLeading In:0Won In:5Trailing In:0,Indian National Congress,iParty Wise State TrendsLeading In:0Won In:5Trailing In:0,Leading In,:,0,Won In,:,5,Trailing In,:,0,2513,28/28,Result Declared
TIRUVANNAMALAI,63,VELU. E.V,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,ARUL ARUMUGAM,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,2455,23/23,Result Declared
TITTAKUDI,151,GANESAN C.V,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,RAJASEKAR A,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,2629,21/21,Result Declared
UDHAGAMANDALAM,108,BHOJARAJAN.M,Bharatiya Janata Party,Bharatiya Janata Party,,Leading In,:,0,Won In,:,1,Trailing In,:,0,IBRAHIM.R,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,976,21/21,Result Declared
UDUMALAIPETTAI,125,JAYAKUMAR M.,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,RADHAKRISHNAN K.,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,2882,22/22,Result Declared
ULUNDURPETTAI,77,VASANTHAVEL G R,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,KUMARAGURU R,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,2277,29/29,Result Declared
USILAMPATTI,197,VIJAY. M,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,MAHENDRAN. I,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,1805,25/25,Result Declared
UTHANGARAI,51,N ELAIYARAJA,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,T M TAMILSELVAM,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,5198,25/25,Result Declared
UTHIRAMERUR,36,MUNIRATHINAM.J,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,SUNDAR.K,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,14223,24/24,Result Declared
VALPARAI,124,KUTTY (ALIAS) SUDHAKAR. A,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,DR. SRIDHARAN. A,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,9371,19/19,Result Declared
VANDAVASI,69,AMBETHKUMAR. S,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,RANI. P,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,3333,21/21,Result Declared
VANIYAMBADI,47,SYED FAROOQ BASHA SSB,Indian Union Muslim League,Indian Union Muslim League,,Leading In,:,0,Won In,:,2,Trailing In,:,0,SYED BHURHANUDEEN,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,2982,24/24,Result Declared
VANUR,73,GOWTHAM D,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,SURESH P,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,7034,23/23,Result Declared
VASUDEVANALLUR,220,E. RAJA,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,ANANTHAN AYYASAMY,Bharatiya Janata PartyiParty Wise State TrendsLeading In:0Won In:1Trailing In:0,Bharatiya Janata Party,iParty Wise State TrendsLeading In:0Won In:1Trailing In:0,Leading In,:,0,Won In,:,1,Trailing In,:,0,6583,23/23,Result Declared
VEDARANYAM,165,MANIAN. O.S,All India Anna Dravida Munnetra Kazhagam,All India Anna Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,47,Trailing In,:,0,PUGAZHENDI. M,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,7331,18/18,Result Declared
VEDASANDUR,133,SAMINATHAN. T,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,PARAMASIVAM. V.P.B.,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,10063,27/27,Result Declared
VEERAPANDI,91,PALANIVEL. M.S,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,SRI BALAJI SUGUMAR. S,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,4071,23/23,Result Declared
VELACHERY,26,KUMAR. R,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,ASHOK. M.K,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,33305,23/23,Result Declared
VELLORE,43,M.M.VINOTH KANNAN,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,P.KARTHIKEYAN,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,6777,22/22,Result Declared
VEPPANAHALLI,54,SRINIVASAN.P.S,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,MUNUSAMY.K.P,All India Anna Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:47Trailing In:0,All India Anna Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:47Trailing In:0,Leading In,:,0,Won In,:,47,Trailing In,:,0,138,27/27,Result Declared
VIKRAVANDI,75,SIVAKUMAR C,Pattali Makkal Katchi,Pattali Makkal Katchi,,Leading In,:,0,Won In,:,4,Trailing In,:,0,VIJAI VADIVEL A,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,910,23/23,Result Declared
VILATHIKULAM,213,MARKANDAYAN G V,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,P. KASIRAM,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,8228,20/20,Result Declared
VILAVANCODE,233,PRAVEEN T.T,Indian National Congress,Indian National Congress,,Leading In,:,0,Won In,:,5,Trailing In,:,0,MICHAEL KUMAR K,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,20970,22/22,Result Declared
VILLIVAKKAM,14,AADHAV ARJUNA,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,KARTHIK MOHAN,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,17302,19/19,Result Declared
VILUPPURAM,74,LAKSHMANAN R,Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,59,Trailing In,:,0,MOHANRAJ N,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,4119,24/24,Result Declared
VIRALIMALAI,179,VIJAYABASKAR. C,All India Anna Dravida Munnetra Kazhagam,All India Anna Dravida Munnetra Kazhagam,,Leading In,:,0,Won In,:,47,Trailing In,:,0,MURUGESAN. P,Tamilaga Vettri KazhagamiParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Tamilaga Vettri Kazhagam,iParty Wise State TrendsLeading In:0Won In:108Trailing In:0,Leading In,:,0,Won In,:,108,Trailing In,:,0,62073,22/22,Result Declared
VIRUDHUNAGAR,206,SELVAM P,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,VIJAYAPRABHAKAR,Desiya Murpokku Dravida KazhagamiParty Wise State TrendsLeading In:0Won In:1Trailing In:0,Desiya Murpokku Dravida Kazhagam,iParty Wise State TrendsLeading In:0Won In:1Trailing In:0,Leading In,:,0,Won In,:,1,Trailing In,:,0,9391,23/23,Result Declared
VIRUGAMPAKKAM,22,SABARINATHAN.R,Tamilaga Vettri Kazhagam,Tamilaga Vettri Kazhagam,,Leading In,:,0,Won In,:,108,Trailing In,:,0,PRABHAKARA RAJA.A.M.V,Dravida Munnetra KazhagamiParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Dravida Munnetra Kazhagam,iParty Wise State TrendsLeading In:0Won In:59Trailing In:0,Leading In,:,0,Won In,:,59,Trailing In,:,0,27086,24/24,Result Declared
